Notes,County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Clayton County, IA",19043,Alcohol-induced causes,A,14,194740,Unreliable
,"Clayton County, IA",19043,All other non-drug and non-alcohol causes,O,2183,194740,1121
,"Clinton County, IA",19045,Drug-induced causes,D,59,524745,11.2
,"Clinton County, IA",19045,Alcohol-induced causes,A,47,524745,9
,"Clinton County, IA",19045,All other non-drug and non-alcohol causes,O,6092,524745,1160.9
,"Crawford County, IA",19047,Drug-induced causes,D,Suppressed,188246,Suppressed
,"Crawford County, IA",19047,Alcohol-induced causes,A,23,188246,12.2
,"Crawford County, IA",19047,All other non-drug and non-alcohol causes,O,1830,188246,972.1
,"Dallas County, IA",19049,Drug-induced causes,D,53,892067,5.9
,"Dallas County, IA",19049,Alcohol-induced causes,A,52,892067,5.8
,"Dallas County, IA",19049,All other non-drug and non-alcohol causes,O,4872,892067,546.1
,"Davis County, IA",19051,Drug-induced causes,D,Suppressed,97464,Suppressed
,"Davis County, IA",19051,Alcohol-induced causes,A,Suppressed,97464,Suppressed
,"Davis County, IA",19051,All other non-drug and non-alcohol causes,O,980,97464,1005.5
,"Decatur County, IA",19053,Drug-induced causes,D,12,89233,Unreliable
,"Decatur County, IA",19053,Alcohol-induced causes,A,11,89233,Unreliable
,"Decatur County, IA",19053,All other non-drug and non-alcohol causes,O,1003,89233,1124
,"Delaware County, IA",19055,Drug-induced causes,D,11,190828,Unreliable
,"Delaware County, IA",19055,Alcohol-induced causes,A,14,190828,Unreliable
,"Delaware County, IA",19055,All other non-drug and non-alcohol causes,O,1908,190828,999.9
,"Des Moines County, IA",19057,Drug-induced causes,D,58,437593,13.3
,"Des Moines County, IA",19057,Alcohol-induced causes,A,72,437593,16.5
,"Des Moines County, IA",19057,All other non-drug and non-alcohol causes,O,5031,437593,1149.7
,"Dickinson County, IA",19059,Drug-induced causes,D,12,187941,Unreliable
,"Dickinson County, IA",19059,Alcohol-induced causes,A,35,187941,18.6
,"Dickinson County, IA",19059,All other non-drug and non-alcohol causes,O,2213,187941,1177.5
,"Dubuque County, IA",19061,Drug-induced causes,D,90,1058389,8.5
,"Dubuque County, IA",19061,Alcohol-induced causes,A,81,1058389,7.7
,"Dubuque County, IA",19061,All other non-drug and non-alcohol causes,O,9890,1058389,934.4
,"Emmet County, IA",19063,Drug-induced causes,D,Suppressed,106927,Suppressed
,"Emmet County, IA",19063,Alcohol-induced causes,A,12,106927,Unreliable
,"Emmet County, IA",19063,All other non-drug and non-alcohol causes,O,1390,106927,1300
,"Fayette County, IA",19065,Drug-induced causes,D,18,222166,Unreliable
,"Fayette County, IA",19065,Alcohol-induced causes,A,28,222166,12.6
,"Fayette County, IA",19065,All other non-drug and non-alcohol causes,O,2783,222166,1252.7
,"Floyd County, IA",19067,Drug-induced causes,D,Suppressed,175058,Suppressed
,"Floyd County, IA",19067,Alcohol-induced causes,A,11,175058,Unreliable
,"Floyd County, IA",19067,All other non-drug and non-alcohol causes,O,2115,175058,1208.2
,"Franklin County, IA",19069,Drug-induced causes,D,Suppressed,113742,Suppressed
,"Franklin County, IA",19069,Alcohol-induced causes,A,12,113742,Unreliable
,"Franklin County, IA",19069,All other non-drug and non-alcohol causes,O,1367,113742,1201.8
,"Fremont County, IA",19071,Drug-induced causes,D,Suppressed,77543,Suppressed
,"Fremont County, IA",19071,Alcohol-induced causes,A,Suppressed,77543,Suppressed
,"Fremont County, IA",19071,All other non-drug and non-alcohol causes,O,1024,77543,1320.6
,"Greene County, IA",19073,Drug-induced causes,D,Suppressed,99796,Suppressed
,"Greene County, IA",19073,Alcohol-induced causes,A,17,99796,Unreliable
,"Greene County, IA",19073,All other non-drug and non-alcohol causes,O,1301,99796,1303.7
,"Grundy County, IA",19075,Drug-induced causes,D,11,135883,Unreliable
,"Grundy County, IA",19075,Alcohol-induced causes,A,Suppressed,135883,Suppressed
,"Grundy County, IA",19075,All other non-drug and non-alcohol causes,O,1538,135883,1131.9
,"Guthrie County, IA",19077,Drug-induced causes,D,Suppressed,118158,Suppressed
,"Guthrie County, IA",19077,Alcohol-induced causes,A,10,118158,Unreliable
,"Guthrie County, IA",19077,All other non-drug and non-alcohol causes,O,1369,118158,1158.6
,"Hamilton County, IA",19079,Drug-induced causes,D,10,166806,Unreliable
,"Hamilton County, IA",19079,Alcohol-induced causes,A,19,166806,Unreliable
,"Hamilton County, IA",19079,All other non-drug and non-alcohol causes,O,1919,166806,1150.4
,"Hancock County, IA",19081,Drug-induced causes,D,Suppressed,120312,Suppressed
,"Hancock County, IA",19081,Alcohol-induced causes,A,15,120312,Unreliable
,"Hancock County, IA",19081,All other non-drug and non-alcohol causes,O,1340,120312,1113.8
,"Hardin County, IA",19083,Drug-induced causes,D,11,188944,Unreliable
,"Hardin County, IA",19083,Alcohol-induced causes,A,20,188944,10.6
,"Hardin County, IA",19083,All other non-drug and non-alcohol causes,O,2431,188944,1286.6
,"Harrison County, IA",19085,Drug-induced causes,D,19,157720,Unreliable
,"Harrison County, IA",19085,Alcohol-induced causes,A,13,157720,Unreliable
,"Harrison County, IA",19085,All other non-drug and non-alcohol causes,O,2073,157720,1314.4
,"Henry County, IA",19087,Drug-induced causes,D,13,220408,Unreliable
,"Henry County, IA",19087,Alcohol-induced causes,A,16,220408,Unreliable
,"Henry County, IA",19087,All other non-drug and non-alcohol causes,O,2426,220408,1100.7
,"Howard County, IA",19089,Drug-induced causes,D,Suppressed,103160,Suppressed
,"Howard County, IA",19089,Alcohol-induced causes,A,11,103160,Unreliable
,"Howard County, IA",19089,All other non-drug and non-alcohol causes,O,1255,103160,1216.6
,"Humboldt County, IA",19091,Drug-induced causes,D,Suppressed,105858,Suppressed
,"Humboldt County, IA",19091,Alcohol-induced causes,A,Suppressed,105858,Suppressed
,"Humboldt County, IA",19091,All other non-drug and non-alcohol causes,O,1294,105858,1222.4
,"Ida County, IA",19093,Drug-induced causes,D,Suppressed,76878,Suppressed
,"Ida County, IA",19093,Alcohol-induced causes,A,Suppressed,76878,Suppressed
,"Ida County, IA",19093,All other non-drug and non-alcohol causes,O,1102,76878,1433.4
,"Iowa County, IA",19095,Drug-induced causes,D,Suppressed,178847,Suppressed
,"Iowa County, IA",19095,Alcohol-induced causes,A,17,178847,Unreliable
,"Iowa County, IA",19095,All other non-drug and non-alcohol causes,O,2023,178847,1131.1
,"Jackson County, IA",19097,Drug-induced causes,D,21,214783,9.8
,"Jackson County, IA",19097,Alcohol-induced causes,A,21,214783,9.8
,"Jackson County, IA",19097,All other non-drug and non-alcohol causes,O,2470,214783,1150
,"Jasper County, IA",19099,Drug-induced causes,D,51,405485,12.6
,"Jasper County, IA",19099,Alcohol-induced causes,A,36,405485,8.9
,"Jasper County, IA",19099,All other non-drug and non-alcohol causes,O,4162,405485,1026.4
,"Jefferson County, IA",19101,Drug-induced causes,D,21,193750,10.8
,"Jefferson County, IA",19101,Alcohol-induced causes,A,23,193750,11.9
,"Jefferson County, IA",19101,All other non-drug and non-alcohol causes,O,1801,193750,929.5
,"Johnson County, IA",19103,Drug-induced causes,D,115,1577827,7.3
,"Johnson County, IA",19103,Alcohol-induced causes,A,149,1577827,9.4
,"Johnson County, IA",19103,All other non-drug and non-alcohol causes,O,7503,1577827,475.5
,"Jones County, IA",19105,Drug-induced causes,D,12,226433,Unreliable
,"Jones County, IA",19105,Alcohol-induced causes,A,26,226433,11.5
,"Jones County, IA",19105,All other non-drug and non-alcohol causes,O,2236,226433,987.5
,"Keokuk County, IA",19107,Drug-induced causes,D,Suppressed,112814,Suppressed
,"Keokuk County, IA",19107,Alcohol-induced causes,A,Suppressed,112814,Suppressed
,"Keokuk County, IA",19107,All other non-drug and non-alcohol causes,O,1306,112814,1157.7
,"Kossuth County, IA",19109,Drug-induced causes,D,Suppressed,166507,Suppressed
,"Kossuth County, IA",19109,Alcohol-induced causes,A,17,166507,Unreliable
,"Kossuth County, IA",19109,All other non-drug and non-alcohol causes,O,2030,166507,1219.2
,"Lee County, IA",19111,Drug-induced causes,D,52,383259,13.6
,"Lee County, IA",19111,Alcohol-induced causes,A,51,383259,13.3
,"Lee County, IA",19111,All other non-drug and non-alcohol causes,O,4783,383259,1248
,"Linn County, IA",19113,Drug-induced causes,D,325,2420419,13.4
,"Linn County, IA",19113,Alcohol-induced causes,A,306,2420419,12.6
,"Linn County, IA",19113,All other non-drug and non-alcohol causes,O,18878,2420419,779.9
,"Louisa County, IA",19115,Drug-induced causes,D,11,123203,Unreliable
,"Louisa County, IA",19115,Alcohol-induced causes,A,11,123203,Unreliable
,"Louisa County, IA",19115,All other non-drug and non-alcohol causes,O,1186,123203,962.6
,"Lucas County, IA",19117,Drug-induced causes,D,11,95578,Unreliable
,"Lucas County, IA",19117,Alcohol-induced causes,A,Suppressed,95578,Suppressed
,"Lucas County, IA",19117,All other non-drug and non-alcohol causes,O,1231,95578,1288
,"Lyon County, IA",19119,Drug-induced causes,D,Suppressed,129016,Suppressed
,"Lyon County, IA",19119,Alcohol-induced causes,A,12,129016,Unreliable
,"Lyon County, IA",19119,All other non-drug and non-alcohol causes,O,1234,129016,956.5
,"Madison County, IA",19121,Drug-induced causes,D,14,174891,Unreliable
,"Madison County, IA",19121,Alcohol-induced causes,A,19,174891,Unreliable
,"Madison County, IA",19121,All other non-drug and non-alcohol causes,O,1601,174891,915.4
,"Mahaska County, IA",19123,Drug-induced causes,D,24,245346,9.8
,"Mahaska County, IA",19123,Alcohol-induced causes,A,16,245346,Unreliable
,"Mahaska County, IA",19123,All other non-drug and non-alcohol causes,O,2593,245346,1056.9
,"Marion County, IA",19125,Drug-induced causes,D,37,366096,10.1
,"Marion County, IA",19125,Alcohol-induced causes,A,29,366096,7.9
,"Marion County, IA",19125,All other non-drug and non-alcohol causes,O,3687,366096,1007.1
,"Marshall County, IA",19127,Drug-induced causes,D,31,444536,7
,"Marshall County, IA",19127,Alcohol-induced causes,A,65,444536,14.6
,"Marshall County, IA",19127,All other non-drug and non-alcohol causes,O,5236,444536,1177.9
,"Mills County, IA",19129,Drug-induced causes,D,13,164437,Unreliable
,"Mills County, IA",19129,Alcohol-induced causes,A,11,164437,Unreliable
,"Mills County, IA",19129,All other non-drug and non-alcohol causes,O,1535,164437,933.5
,"Mitchell County, IA",19131,Drug-induced causes,D,Suppressed,117800,Suppressed
,"Mitchell County, IA",19131,Alcohol-induced causes,A,Suppressed,117800,Suppressed
,"Mitchell County, IA",19131,All other non-drug and non-alcohol causes,O,1499,117800,1272.5
,"Monona County, IA",19133,Drug-induced causes,D,13,98232,Unreliable
,"Monona County, IA",19133,Alcohol-induced causes,A,15,98232,Unreliable
,"Monona County, IA",19133,All other non-drug and non-alcohol causes,O,1634,98232,1663.4
,"Monroe County, IA",19135,Drug-induced causes,D,Suppressed,87057,Suppressed
,"Monroe County, IA",19135,Alcohol-induced causes,A,17,87057,Unreliable
,"Monroe County, IA",19135,All other non-drug and non-alcohol causes,O,1149,87057,1319.8
,"Montgomery County, IA",19137,Drug-induced causes,D,Suppressed,113242,Suppressed
,"Montgomery County, IA",19137,Alcohol-induced causes,A,19,113242,Unreliable
,"Montgomery County, IA",19137,All other non-drug and non-alcohol causes,O,1670,113242,1474.7
,"Muscatine County, IA",19139,Drug-induced causes,D,31,470996,6.6
,"Muscatine County, IA",19139,Alcohol-induced causes,A,44,470996,9.3
,"Muscatine County, IA",19139,All other non-drug and non-alcohol causes,O,4503,470996,956.1
,"O'Brien County, IA",19141,Drug-induced causes,D,Suppressed,153957,Suppressed
,"O'Brien County, IA",19141,Alcohol-induced causes,A,13,153957,Unreliable
,"O'Brien County, IA",19141,All other non-drug and non-alcohol causes,O,2174,153957,1412.1
,"Osceola County, IA",19143,Drug-induced causes,D,Suppressed,67689,Suppressed
,"Osceola County, IA",19143,Alcohol-induced causes,A,10,67689,Unreliable
,"Osceola County, IA",19143,All other non-drug and non-alcohol causes,O,788,67689,1164.1
,"Page County, IA",19145,Drug-induced causes,D,16,170412,Unreliable
,"Page County, IA",19145,Alcohol-induced causes,A,15,170412,Unreliable
,"Page County, IA",19145,All other non-drug and non-alcohol causes,O,2236,170412,1312.1
,"Palo Alto County, IA",19147,Drug-induced causes,D,Suppressed,100331,Suppressed
,"Palo Alto County, IA",19147,Alcohol-induced causes,A,17,100331,Unreliable
,"Palo Alto County, IA",19147,All other non-drug and non-alcohol causes,O,1427,100331,1422.3
,"Plymouth County, IA",19149,Drug-induced causes,D,15,275331,Unreliable
,"Plymouth County, IA",19149,Alcohol-induced causes,A,25,275331,9.1
,"Plymouth County, IA",19149,All other non-drug and non-alcohol causes,O,2702,275331,981.4
,"Pocahontas County, IA",19151,Drug-induced causes,D,Suppressed,76638,Suppressed
,"Pocahontas County, IA",19151,Alcohol-induced causes,A,Suppressed,76638,Suppressed
,"Pocahontas County, IA",19151,All other non-drug and non-alcohol causes,O,1069,76638,1394.9
,"Polk County, IA",19153,Drug-induced causes,D,821,5118520,16
,"Polk County, IA",19153,Alcohol-induced causes,A,682,5118520,13.3
,"Polk County, IA",19153,All other non-drug and non-alcohol causes,O,36876,5118520,720.4
,"Pottawattamie County, IA",19155,Drug-induced causes,D,133,1026151,13
,"Pottawattamie County, IA",19155,Alcohol-induced causes,A,132,1026151,12.9
,"Pottawattamie County, IA",19155,All other non-drug and non-alcohol causes,O,10088,1026151,983.1
,"Poweshiek County, IA",19157,Drug-induced causes,D,18,204704,Unreliable
,"Poweshiek County, IA",19157,Alcohol-induced causes,A,24,204704,11.7
,"Poweshiek County, IA",19157,All other non-drug and non-alcohol causes,O,2418,204704,1181.2
,"Ringgold County, IA",19159,Drug-induced causes,D,Suppressed,55302,Suppressed
,"Ringgold County, IA",19159,Alcohol-induced causes,A,Suppressed,55302,Suppressed
,"Ringgold County, IA",19159,All other non-drug and non-alcohol causes,O,892,55302,1613
,"Sac County, IA",19161,Drug-induced causes,D,Suppressed,109607,Suppressed
,"Sac County, IA",19161,Alcohol-induced causes,A,10,109607,Unreliable
,"Sac County, IA",19161,All other non-drug and non-alcohol causes,O,1519,109607,1385.9
,"Scott County, IA",19163,Drug-induced causes,D,307,1879441,16.3
,"Scott County, IA",19163,Alcohol-induced causes,A,277,1879441,14.7
,"Scott County, IA",19163,All other non-drug and non-alcohol causes,O,16226,1879441,863.3
,"Shelby County, IA",19165,Drug-induced causes,D,11,130001,Unreliable
,"Shelby County, IA",19165,Alcohol-induced causes,A,24,130001,18.5
,"Shelby County, IA",19165,All other non-drug and non-alcohol causes,O,1609,130001,1237.7
,"Sioux County, IA",19167,Drug-induced causes,D,Suppressed,380602,Suppressed
,"Sioux County, IA",19167,Alcohol-induced causes,A,19,380602,Unreliable
,"Sioux County, IA",19167,All other non-drug and non-alcohol causes,O,2837,380602,745.4
,"Story County, IA",19169,Drug-induced causes,D,71,1040896,6.8
,"Story County, IA",19169,Alcohol-induced causes,A,71,1040896,6.8
,"Story County, IA",19169,All other non-drug and non-alcohol causes,O,5579,1040896,536
,"Tama County, IA",19171,Drug-induced causes,D,15,190298,Unreliable
,"Tama County, IA",19171,Alcohol-induced causes,A,34,190298,17.9
,"Tama County, IA",19171,All other non-drug and non-alcohol causes,O,2297,190298,1207.1
,"Taylor County, IA",19173,Drug-induced causes,D,Suppressed,68137,Suppressed
,"Taylor County, IA",19173,Alcohol-induced causes,A,Suppressed,68137,Suppressed
,"Taylor County, IA",19173,All other non-drug and non-alcohol causes,O,881,68137,1293
,"Union County, IA",19175,Drug-induced causes,D,18,136868,Unreliable
,"Union County, IA",19175,Alcohol-induced causes,A,18,136868,Unreliable
,"Union County, IA",19175,All other non-drug and non-alcohol causes,O,1611,136868,1177
,"Van Buren County, IA",19177,Drug-induced causes,D,Suppressed,80338,Suppressed
,"Van Buren County, IA",19177,Alcohol-induced causes,A,Suppressed,80338,Suppressed
,"Van Buren County, IA",19177,All other non-drug and non-alcohol causes,O,1015,80338,1263.4
,"Wapello County, IA",19179,Drug-induced causes,D,47,387373,12.1
,"Wapello County, IA",19179,Alcohol-induced causes,A,56,387373,14.5
,"Wapello County, IA",19179,All other non-drug and non-alcohol causes,O,4573,387373,1180.5
,"Warren County, IA",19181,Drug-induced causes,D,56,538407,10.4
,"Warren County, IA",19181,Alcohol-induced causes,A,48,538407,8.9
,"Warren County, IA",19181,All other non-drug and non-alcohol causes,O,4435,538407,823.7
,"Washington County, IA",19183,Drug-induced causes,D,14,242465,Unreliable
,"Washington County, IA",19183,Alcohol-induced causes,A,22,242465,9.1
,"Washington County, IA",19183,All other non-drug and non-alcohol causes,O,2704,242465,1115.2
,"Wayne County, IA",19185,Drug-induced causes,D,Suppressed,70423,Suppressed
,"Wayne County, IA",19185,Alcohol-induced causes,A,Suppressed,70423,Suppressed
